,name,company,year,Price,kms_driven,fuel_type
784,Hyundai Santro AE,Hyundai,2003,175800.0,70000,Petrol
785,Maruti Suzuki Wagon,Maruti,2006,293000.0,7000,Petrol
786,Hyundai Eon,Hyundai,2018,761800.0,25000,Petrol
787,Tata Manza,Tata,2015,293000.0,100000,Diesel
788,Toyota Etios G,Toyota,2013,776450.0,42000,Petrol
789,Hyundai Getz Prime,Hyundai,2009,336950.0,20000,Petrol
790,Toyota Qualis,Toyota,2003,527400.0,100000,Diesel
791,Hyundai Santro Xing,Hyundai,2004,131850.0,137495,Petrol
792,Tata Indica eV2,Tata,2016,147965.0,91200,Diesel
793,Honda City 1.5,Honda,2009,791100.0,55000,Petrol
794,Tata Zest XE,Tata,2017,849700.0,120000,Diesel
795,Mahindra Quanto C4,Mahindra,2013,952250.0,63000,Diesel
796,Tata Indigo eCS,Tata,2016,468800.0,104000,Diesel
797,Maruti Suzuki Swift,Maruti,2016,1025500.0,146000,Diesel
798,Hyundai Elite i20,Hyundai,2011,849700.0,40000,Petrol
799,Hyundai i20 Select,Hyundai,2011,849700.0,40000,Petrol
800,Chevrolet Tavera Neo,Chevrolet,2007,1362450.0,100800,Diesel
801,Maruti Suzuki Dzire,Maruti,2016,952250.0,150000,Diesel
802,Hyundai Elite i20,Hyundai,2018,1494300.0,2100,Petrol
803,Honda City VX,Honda,2016,2519800.0,95000,Petrol
804,Maruti Suzuki Dzire,Maruti,2016,1318500.0,2500,Diesel
805,Hyundai Getz,Hyundai,2006,366250.0,80000,Petrol
806,Mercedes Benz C,Mercedes,2006,1465002.9300000002,15000,Petrol
807,Maruti Suzuki Alto,Maruti,2005,278350.0,65000,Petrol
808,Maruti Suzuki Swift,Maruti,2009,732500.0,51000,Diesel
809,Skoda Fabia,Skoda,2009,322300.0,45000,Petrol
810,Maruti Suzuki Ritz,Maruti,2011,791100.0,50000,Petrol
811,Tata Indica V2,Tata,2009,322300.0,30000,Diesel
812,Toyota Corolla Altis,Toyota,2009,879000.0,132000,Petrol
813,Tata Zest XM,Tata,2018,761800.0,27000,Diesel
814,Mahindra Quanto C8,Mahindra,2013,1142700.0,40000,Diesel
